,emotion,plutchik,selection0,selection1,label
10035,"['sad', 'angry', 'upset', 'Anxiety', 'disgusted', 'none']","['sad', 'angry', 'upset', 'Anxiety', 'disgusted', 'none']",I immediately tried to treat it but it got worse.,He eventually transferred so he could work with Walruses every day.,0
10036,"['restricted', 'restricted on his data']","['restricted', 'restricted on his data']",He was given a data plan.,He then saw his parents putting gifts under the tree.,0
10037,"['bitchy', 'dissatisfied', 'crushed', 'disappointed', 'sad']","['bitchy', 'dissatisfied', 'crushed', 'disappointed', 'sad']","Once she found a toy, Vanessa just returned it and left.",She decided to just skip lunch and eat a big dinner.,0
10038,"['SAD', 'angry', 'nervous', 'sad', 'disappointed']","['SAD', 'angry', 'nervous', 'sad', 'disappointed']","I reached for the shelf on top of my brother, who's sleeping.","When she and her boyfriend arrived at the hotel, there was bad news.",1
10039,"['helpful', 'horny', 'embarrassed', 'thankful', 'cold', 'scared']","['helpful', 'horny', 'embarrassed', 'thankful', 'cold', 'scared']",He had been asking his parents for weeks about a pet.,He gave her his coat to warm herself.,1
10040,"['overjoyed', 'content', 'happy', 'none']","['overjoyed', 'content', 'happy', 'none']",Drew took his plate out of the microwave.,They liked one course in particular.,1
10041,"['embarassed', 'embarrassed', 'excited', 'Worried', 'disappointed']","['embarassed', 'embarrassed', 'excited', 'Worried', 'disappointed']","Jim orders a pair, the owner works hard but realizes he messed up.",She sued the airport.,0
10042,['none'],['none'],She was also the youngest.,So they called an exterminator and he came out to take a look.,0
10043,"['sad', 'regretful', 'none']","['sad', 'regretful', 'none']",He fixes his friends cars when they have problems.,"When Ned arrived, he was homesick and sad.",1
10044,"['none', 'embarassed', 'nervous']","['none', 'embarassed', 'nervous']",David was sure that Julie would think he was a dork.,It was a clear night and she stepped outside to get some fresh air.,0
10045,['none'],['none'],Alex brought his new girlfriend to Good Friday dinner with his family.,She is arrested for driving drunk.,0
10046,"['excited', 'happy', 'none', 'eager', 'joy']","['excited', 'happy', 'none', 'eager', 'joy']",And he ended up calling a cab.,Nigel was traveling to visit his aunt.,1
10047,"['nervous', 'hopeful', 'none']","['nervous', 'hopeful', 'none']",She had to make an emergency trip to the school to sign another.,Mike was just beginning to date again after his divorce.,1
10048,"['none', 'worried', 'Curious', 'nervous', 'uncomfortable']","['none', 'worried', 'Curious', 'nervous', 'uncomfortable']",Mark was at his locker when a cop and his dog walked by.,Mary said her co-worker's potato salad must have spoiled.,0
10049,"['none', 'disappointed', 'weak']","['none', 'disappointed', 'weak']","After the class, Ren received a phone call from her friend.",He pushed with all his might to no avail.,1
10050,"['surprised', 'surprise', 'joy', 'bewildered', 'none']","['surprised', 'surprise', 'joy', 'bewildered', 'none']",She looked at them with a grimace.,He looked down and noticed a ring.,1
10051,"['joy', 'surprised', 'suprised', 'anticipation', 'competent', 'none']","['joy', 'surprised', 'suprised', 'anticipation', 'competent', 'none']","Secretly, they mastered a handful of popular dances.",It's extremely difficult.,0
10052,"['successful', 'proud', 'accomplished']","['successful', 'proud', 'accomplished']",She always wanted her room perfectly clean.,Kevin took the car out for a drive for the first time.,1
10053,"['happy', 'scared', 'guilty', 'HAPPY', 'UNCERTAIN', 'FEAR']","['happy', 'scared', 'guilty', 'HAPPY', 'UNCERTAIN', 'FEAR']",It eventually made her feel better again.,Flora kidnapped the child.,1
10054,"['explorative', 'chill', 'enjoyment']","['explorative', 'chill', 'enjoyment']",He told us about how he had been kidnapped by aliens.,Amy went camping.,1
10055,"['none', 'very afraid', 'disappointed', 'angry']","['none', 'very afraid', 'disappointed', 'angry']",He found a recipe on the internet,The candle fell on the floor.,1
10056,"['none', 'ashamed', 'bad', 'scared']","['none', 'ashamed', 'bad', 'scared']",The vet told Jerry that the food the cat was eating wasn't good.,Amy waited nervously to walk onto the field.,0
10057,"['Fatigued', 'content']","['Fatigued', 'content']",Jin was excited for this cultural experience.,She checked out and started to leave.,1
10058,"['panicked', 'terrible', 'surprised', 'none']","['panicked', 'terrible', 'surprised', 'none']",All her neck was getting swollen.,Bob bought an oil change business on a busy highway.,0
10059,"['none', 'pain', 'sad', 'surprise', 'Scared', 'hurt']","['none', 'pain', 'sad', 'surprise', 'Scared', 'hurt']",It was gross but things worked out ok.,The doctor said Mark just had a bruised elbow.,1
10060,"['disappointed', 'incompetent', 'determined', 'none']","['disappointed', 'incompetent', 'determined', 'none']","Even though he tried really hard, she was not very good at the sport.",Mike always tried to be there for his friends.,0
10061,"['joy', 'none']","['joy', 'none']",I got a phone call today.,He did his best and thought it looked alright.,0
10062,"['Happy', 'joyful', 'playful', 'satisfied']","['Happy', 'joyful', 'playful', 'satisfied']",Tom loved to drunk alcohol.,It was with my first boyfriend.,0
10063,"['un jerry', 'panicked', 'upset']","['un jerry', 'panicked', 'upset']",His left boot was leaking water.,Martin heard a noise.,0
10064,"['none', 'relieved', 'thankful', 'happy', 'proud', 'generous', 'helpful']","['none', 'relieved', 'thankful', 'happy', 'proud', 'generous', 'helpful']","One day, he failed a test and people started to talk.",The brother got the kite out of the tree.,1
10065,"['curious', 'excited', 'surprise', 'none', 'not applicable', 'anxious']","['curious', 'excited', 'surprise', 'none', 'not applicable', 'anxious']",But he couldn't find anyone to go with him.,All of the sale merchandise was placed in our garden center.,1
10066,['restless'],['restless'],He gets up and eats a snack and watches some television.,At the end of the day Jeff was exhausted but happy about his new home.,0
10067,"['none', 'flirty', 'excited']","['none', 'flirty', 'excited']",She had to take the bus because her car is broken.,He plans on seeing her after work.,1
10068,"['none', 'anxious', 'excited', 'competitive']","['none', 'anxious', 'excited', 'competitive']",It was a long day.,Jamie signed up to run a race.,1
10069,"['nostaligic', 'imaginative', 'happy']","['nostaligic', 'imaginative', 'happy']",Brian had a baseball he loved to play with.,But that was because he loved a game called Pilot Wars.,1
10070,"['exhilerated', 'Anger', 'frustration', 'Alarm', 'dangerous']","['exhilerated', 'Anger', 'frustration', 'Alarm', 'dangerous']",His wife celebrated!,Mark was racing down the freeway.,1
10071,"['desperate', 'poor', 'worried', 'sad', 'none']","['desperate', 'poor', 'worried', 'sad', 'none']",That was the last time I used Skype.,Hannah needed extra money.,1
10072,"['Sad', 'defeated', 'disappointed']","['Sad', 'defeated', 'disappointed']",It was hours before she finally stumbled back onto the path.,Now Lenny sells software for a living.,1
10073,"['none', 'Excited', 'hopeful', 'prepared']","['none', 'Excited', 'hopeful', 'prepared']",She was supposed to go on her maternity leave any day.,"He had ordered the newest tablets, computers and cell phones to sell.",1
10074,['none'],['none'],"When he was done, he went home.",He grabbed his jeans like any other day.,0
10075,"['none', 'grateful', 'helpful', 'festive']","['none', 'grateful', 'helpful', 'festive']",We decided to help her celebrate.,We couldn't understand the officer but offered him cash.,0
10076,"['relaxed', 'bored']","['relaxed', 'bored']",She was talking on her phone to entertain herself.,Jen and Mike were having a picnic.,0
10077,"['excited', 'desire', 'happy']","['excited', 'desire', 'happy']",The principal said he would not be permitted if he was older.,Stacey was at the mall when she found a necklace she really liked.,1
10078,"['sad', 'angry', 'irritated', 'none', 'Enraged', 'Boastful', 'rightous', 'empowered', 'uninhibited', 'anxiety']","['sad', 'angry', 'irritated', 'none', 'Enraged', 'Boastful', 'rightous', 'empowered', 'uninhibited', 'anxiety']",The more they drank the more extreme their views became.,Allie thought it was meat.,0
10079,"['industrious', 'richer', 'satisfied', 'happy']","['industrious', 'richer', 'satisfied', 'happy']","When the car pulled up in the parking lot, I lost my attention.",Martin enjoyed not having to do his homework.,1
10080,"['grateful', 'embarassed', 'lucky']","['grateful', 'embarassed', 'lucky']",Josh began to worry he wouldn't have time to date again.,The thrift store manager gave me a bag of clothes.,1
10081,"['competent', 'hopeful']","['competent', 'hopeful']",She fights for a cause she believes in.,She films herself and puts it on the internet daily.,1
10082,"['proud', 'ecstatic', 'sucessful', 'excited']","['proud', 'ecstatic', 'sucessful', 'excited']",Blake was garbage man.,They won the competition.,1
10083,"['none', 'happy.', 'excited.', 'happy', 'satisfied']","['none', 'happy.', 'excited.', 'happy', 'satisfied']","One day, he decided to ask a friend to teach him.",Allie had some twizzlers.,1
10084,"['annoyed', 'inferior', 'left out', 'none']","['annoyed', 'inferior', 'left out', 'none']",Thankfully his team felt the same.,All of his friends were able to drive to school with their cars.,1
10085,"['depressed', 'sad']","['depressed', 'sad']",The trail took them through dark woods.,"She was sad, and left the living room.",1
10086,"['angry', 'regretful', 'grumpy', 'Happy']","['angry', 'regretful', 'grumpy', 'Happy']",Bob was banned from the game for a month afterwards.,Bill wasn't attracted to this woman at all.,0
10087,['none'],['none'],I recently updated my lottery winnings plan.,I was preparing food for an Easter potluck event.,1
10088,"['happy', 'relieved', 'dependable', 'proud', 'needed']","['happy', 'relieved', 'dependable', 'proud', 'needed']",The repairman arrived within an hour.,"By the time she graduated, Jenny realized studying wasn't that bad.",0
10089,"['ashamed', 'upset', 'embarrassed', 'sad', 'furious', 'powerful', 'scared', 'angry', 'FEAR']","['ashamed', 'upset', 'embarrassed', 'sad', 'furious', 'powerful', 'scared', 'angry', 'FEAR']",The next day at work his boss fired him for lying about being sick.,"After that, he went to the store to purchase the necessary ingredients.",0
10090,"['none', 'calm', 'relaxed', 'happy', 'excited']","['none', 'calm', 'relaxed', 'happy', 'excited']",Beth was walking her dog through the neighborhood.,"Kija didn't know, but she's allergic to soy.",0
10091,"['anxious', 'sad', 'frustration']","['anxious', 'sad', 'frustration']",He has searched the entire house multiple times.,But Ginger was scared of people watching her.,0
10092,"['happy', 'regret', 'forgiving', 'optimistic', 'loved', 'desire']","['happy', 'regret', 'forgiving', 'optimistic', 'loved', 'desire']",They did not taste the same then.,I missed her so much that I wasn't even mad.,1
10093,"['Mad', 'Embarrased', 'upset']","['Mad', 'Embarrased', 'upset']",Jack was fired for being late.,Agnes rescheduled her appointment for the following day.,0
10094,"['anticipation', 'excited', 'eager', 'none', 'pleased']","['anticipation', 'excited', 'eager', 'none', 'pleased']","While she was in the shower, he went through her phone.",Next week we'll return to the woods with our dog for more fun.,1
10095,"['sad', 'regretful', 'Pain', 'Embaressment', 'Fear']","['sad', 'regretful', 'Pain', 'Embaressment', 'Fear']",And he wanted to go to a restaurant nearby.,The tree fell on Fred and he broke his arm.,1
10096,"['disappointed', 'uncertain', 'confused', 'lonely', 'outcast']","['disappointed', 'uncertain', 'confused', 'lonely', 'outcast']",Gabby was graduating from high school.,Sandy stayed home because she thought her friend would not understand.,1
10097,"['none', 'determined', 'exited']","['none', 'determined', 'exited']",She wanted to learn how to swim.,A spider came out of the drain and I screamed.,0
10098,"['happy', 'excited', 'satisfied', 'none']","['happy', 'excited', 'satisfied', 'none']",We went to a restaurant near our home.,Dan was waiting for the new episode of his show to come out.,0
10099,"['afraid', 'scared']","['afraid', 'scared']",She got an A+!,Steve woke up in the middle of the night in a panic.,1
10100,"['happy', 'excited', 'none']","['happy', 'excited', 'none']",Everything in her house had its place.,Kim was flying a kite.,1
10101,"['none', 'excited', 'happy']","['none', 'excited', 'happy']",Tom had to stop talking to his friends.,His favorite taco truck had started to park near his place of work.,1
10102,"['none', 'happy', 'rebellious', 'pride', 'enthusiastic']","['none', 'happy', 'rebellious', 'pride', 'enthusiastic']",He refused to listen and shut me out.,She wore a Red Sox cap to the game.,1
10103,"['none', 'satiated', 'Excited', 'Hungry', 'Happy', 'stuffed', 'happy']","['none', 'satiated', 'Excited', 'Hungry', 'Happy', 'stuffed', 'happy']",Gina had decide if she would sit with them or sit alone.,He would buy ten tacos and eat them all under thirty minutes.,1
10104,"['none', 'proud']","['none', 'proud']",Anna grew up vegan.,I chose a purple galaxy phone case.,0
10105,"['sad and down', 'disappointed', 'sad', 'none']","['sad and down', 'disappointed', 'sad', 'none']",They shopped at lots of interesting stores.,Michelle didn't make the cheerleading squad.,1
10106,"['none', 'content', 'calm', 'relaxed']","['none', 'content', 'calm', 'relaxed']","Out in the water, he relaxed on the waves.",Jerry will not waste time removing stumps from now on.,0
10107,"['none', 'Jennifer is upset but understand and gets to studying', 'sad', 'positive']","['none', 'Jennifer is upset but understand and gets to studying', 'sad', 'positive']",Jennifer is upset but understand and gets to studying.,Sam ran to the pet store and bought a new fish.,0
10108,"['threatened', 'angry', 'annoyed', 'hungry']","['threatened', 'angry', 'annoyed', 'hungry']",It was trying to steal my food.,I was eating on my patio.,0
10109,"['embarassed', 'determined', 'guilty', 'none', 'angry', 'disappointed']","['embarassed', 'determined', 'guilty', 'none', 'angry', 'disappointed']",Twas the night before christmas.,Bea forgot to water the fern for a whole week.,1
10110,"['Hurt', 'satisfied', 'happy', 'accomplished', 'annoyed']","['Hurt', 'satisfied', 'happy', 'accomplished', 'annoyed']",Finally he managed to corner the fly in his pantry.,When she got home she realized she forgot to buy anything for dinner.,0
10111,['excited'],['excited'],He saw an ad for the job and called immediately.,Teddy realized he spent 8 hours watching videos.,0
10112,"['awkward', 'boredom', 'very happy', 'Uncomfortable']","['awkward', 'boredom', 'very happy', 'Uncomfortable']",She tried dozens of them on.,We all just sat there trying to make conversation.,1
10113,"['little sad and down', 'very sorry', 'sad', 'giving', 'worried', 'annoyed']","['little sad and down', 'very sorry', 'sad', 'giving', 'worried', 'annoyed']",Unfortunately it was too much.,This year my family asked me not to give up coffee for Lent.,1
10114,"['great', 'happy', 'busy', 'none']","['great', 'happy', 'busy', 'none']",I attended a phone conference this morning.,"While outside, she would go for walks and pick flowers.",0
10115,"['proud', 'loving']","['proud', 'loving']",They would fly in the whole family from all over the country.,"When Joe was eight Year's old, his family moved to the big city.",0
10116,"['worried', 'sad']","['worried', 'sad']",Martin is skiing.,He hurt me yesterday however.,1
10117,"['lucky', 'prepared', 'proud']","['lucky', 'prepared', 'proud']","After shaking the three, there were only 50 apples left.",He made progress on all three items.,1
10118,"['dismissive', 'frustrated', 'annoyed']","['dismissive', 'frustrated', 'annoyed']",His mother warmed him that he would eventually have cavities.,"As she got further from the house, she heard a faint barking.",0
10119,"['achieved', 'content', 'Happy', 'self-confident', 'proud']","['achieved', 'content', 'Happy', 'self-confident', 'proud']",Kobe Bryant is now considered one of the best ever.,She was offered a babysitting job for $40 a week.,0
10120,"['HAPPY', 'hungry', 'excited']","['HAPPY', 'hungry', 'excited']",She decided to make some.,Her dad came and carried her to safety.,0
10121,"['content', 'wise', 'insecure']","['content', 'wise', 'insecure']","Billy felt that barely any likes, but genuine likes, were superior.",I looked all over for the ball.,0
10122,"['proud', 'successful', 'triumphant']","['proud', 'successful', 'triumphant']",I won every single game.,Liza was frustrated they cared more about her appearance.,0
10123,"['frustrated', 'depressed and concerned about his financed', 'rejected', 'outcast', 'sad']","['frustrated', 'depressed and concerned about his financed', 'rejected', 'outcast', 'sad']",No one wanted to hire him because of his pink hair.,Boris was taking martial arts classes.,0
10124,"['expectation', 'HAPPY', 'excited']","['expectation', 'HAPPY', 'excited']",Tom wanted to see the country.,The thrift store manager gave me a bag of clothes.,0
10125,"['friendly', 'nostalgic']","['friendly', 'nostalgic']",The water was freezing cold!,His mind was flooded with old memories from his youth.,1
10126,"['hungry', 'sad', 'disappointed', 'distressed']","['hungry', 'sad', 'disappointed', 'distressed']",All he had left was some stray vegetables and some pasta.,"At the end of the party, the kids went home for the day.",0
10127,"['exhausted', 'enjoy', 'used']","['exhausted', 'enjoy', 'used']",He received project after project with no end in sight.,The horse runs around uncontrollably.,0
10128,"['content', 'anxious', 'frustrated', 'worn down', 'tired', 'exhausted', 'calm']","['content', 'anxious', 'frustrated', 'worn down', 'tired', 'exhausted', 'calm']",Monica had so stay with the baby or else he would cry.,His employees didn't like him as much but respected him for that.,0
10129,"['scared', 'worried', 'nervous', 'fear']","['scared', 'worried', 'nervous', 'fear']",They quickly went to the neighbors storm cellar and waited.,Ed and his friends wanted to make s'mores.,0
10130,['none'],['none'],She went to her sister's room and asked her to help her put it on.,By the second day everyone was having too much fun.,1
10131,"['none', 'relaxed', 'happy', 'content']","['none', 'relaxed', 'happy', 'content']",Pam was still in town when the kids got off of school.,I walked to the bookstore in school and bought unicorn erasers.,0
10132,"['excited', 'unique', 'desire']","['excited', 'unique', 'desire']",Before long the whole section was doing that too.,"After deciding on the color, Veronica visited the hair salon.",1
10133,"['worried', 'happy', 'dutiful', 'obligated', 'none']","['worried', 'happy', 'dutiful', 'obligated', 'none']",The person who called was my mom.,"At the top, they found a long line of people.",0
10134,"['longing', 'awkward', 'Proud', 'proud']","['longing', 'awkward', 'Proud', 'proud']",Jake could not move and was carried off the field.,Her parents were very proud but June craved for a B.,1
10135,"['impressed', 'surprised', 'disbelief', 'Excited', 'Delightful', 'proud', 'competent', 'amazed', 'astonished', 'none']","['impressed', 'surprised', 'disbelief', 'Excited', 'Delightful', 'proud', 'competent', 'amazed', 'astonished', 'none']",All the guests gasped when they saw the couples' skill!,Liza was playing volleyball at her college.,0
10136,"['excitement', 'interested', 'not sure', 'none']","['excitement', 'interested', 'not sure', 'none']","It said a Macbook Pro was for sale, only three hundred dollars.",She was talking on her phone to entertain herself.,0
10137,"['normal', 'peaceful', 'free', 'none']","['normal', 'peaceful', 'free', 'none']",Her meals often made her sneeze.,I was walking through the hiking trail.,1
10138,"['interested', 'happy']","['interested', 'happy']",He was in a hurry to get to the next shelter before dark.,"After this project, his interest in bikes grew greatly.",1
10139,"['sad', 'upset', 'frustration']","['sad', 'upset', 'frustration']",Even her attempt at a ponytail didn't work out.,He bought sprays to deal with the problem.,0
10140,"['none', 'Deprived', 'angry.', 'frustrated', 'happy', 'comfortable', 'Vindicated']","['none', 'Deprived', 'angry.', 'frustrated', 'happy', 'comfortable', 'Vindicated']",They did not buy a tv for years.,"Fearful for my life, I quickly crouched down on the ground.",0
10141,['none'],['none'],I hurried home on my bike.,Victor became extremely depressed and wore a hat for the next 3 months.,0
10142,"['none', 'satisfied', 'hungry', 'excited', 'happy']","['none', 'satisfied', 'hungry', 'excited', 'happy']",Lea's favorite spice was black pepper.,"Growing up, he had sleepovers like many of his friends.",0
10143,"['HAPPY THAT HE BOUGHT A TURKEY', 'positive', 'fear', 'anxious', 'satisfied', 'accomplished', 'proud', 'content', 'none']","['HAPPY THAT HE BOUGHT A TURKEY', 'positive', 'fear', 'anxious', 'satisfied', 'accomplished', 'proud', 'content', 'none']",He bought a turkey and put it in his backyard.,"On his first day, Horace has many customers who order coffee.",0
10144,"['meticulous', 'happy', 'fun']","['meticulous', 'happy', 'fun']",All of the family went into the cellar at Grandma's house.,Daniel collected magnets everywhere he went.,1
10145,"['relieved', 'happy']","['relieved', 'happy']",They ended up putting on a wonderful show for their friends.,They were able to give him a replacement.,1
10146,"['excited', 'adventerous', 'energetic', 'none']","['excited', 'adventerous', 'energetic', 'none']",Nathan neglects his duties to spend all his money.,Sarah wanted to do something fun.,1
10147,"['accomplished', 'PLEASANT', 'excited', 'peaceful', 'none']","['accomplished', 'PLEASANT', 'excited', 'peaceful', 'none']",Allie would be missing the episode.,Matt climbed to the top of a small mountain with his family.,1
10148,"['none', 'Anxious', 'happy', 'excited']","['none', 'Anxious', 'happy', 'excited']",The Cox family was preparing for it all.,Pat took painting classes for several years.,0
10149,"['frustrated', 'unhappy', 'sad', 'accomplished', 'powerful', 'surprise']","['frustrated', 'unhappy', 'sad', 'accomplished', 'powerful', 'surprise']",Stan feels a little tired of being alone all day.,Rain got in through the broken window.,1
10150,"['none', 'afraid', 'scared']","['none', 'afraid', 'scared']",He got started planting his crops.,He had been afraid of them since he was a small child.,1
10151,"['agitated', 'upset', 'annoyed', 'none']","['agitated', 'upset', 'annoyed', 'none']",His neighbors complained to him about the noise.,Sally and her bear Teddy had a tea party outdoors.,0
10152,"['happy', 'Enjoyed', 'energetic', 'Happy', 'tired', 'fun']","['happy', 'Enjoyed', 'energetic', 'Happy', 'tired', 'fun']",They hit five different clubs and had a lot of drinks.,Anne's parents couldn't help her with this because times were tight.,0
10153,"['Determined', 'START BUSSINESS', 'determined', 'none']","['Determined', 'START BUSSINESS', 'determined', 'none']","Lila loaded up the machine, throwing all her clothes together.",So Martha decided to earn her own money by selling cookies.,1
10154,"['none', 'bold', 'confident']","['none', 'bold', 'confident']",He was looking at flights but they were all too expensive.,One day Lonnie got the courage to ask her out.,1
10155,"['Anxious', 'Scared', 'frightened']","['Anxious', 'Scared', 'frightened']",Two weeks later neither of them had an interview.,She was scared of the deep end.,1
10156,"['fortunate', 'concerned', 'surprised', 'relieved', 'elated']","['fortunate', 'concerned', 'surprised', 'relieved', 'elated']",My mom took me to the store to buy new ones.,"Luckily, someone spotted it on the ground.",1
10157,"['fearful', 'angry', 'none']","['fearful', 'angry', 'none']","As time went by, I realized nobody knew what they were doing.",Neil was impressed by the amount of work done there.,0
10158,['none'],['none'],He put his link out there and advertised like crazy.,She goes to the doctor for an ultrasound.,1
10159,['none'],['none'],They suited up and loaded their guns.,He was able to get a scholarship to college because of his skills.,0
10160,"['excited', 'proud']","['excited', 'proud']",The next day we all met up at the stadium where it was being held.,He decided to write about him.,0
10161,"['bored', 'free', 'none']","['bored', 'free', 'none']",She sat down to eat breakfast.,Bill was driving his car on the freeway.,1
10162,['none'],['none'],A monkey watched a crowd of children walk past his cage.,Sally even noticed they were gone.,0
10163,"['hyper active', 'happy', 'giddy']","['hyper active', 'happy', 'giddy']",He acts quickly to avoid the cat.,And he drank 3 cups one morning.,1
10164,"['enlightened', 'none']","['enlightened', 'none']",She tells me that I am overweight and that my son is heavy.,Now I do not think they are weird.,1
10165,"['disappointed', 'enraged', 'sad', 'angry', 'mad', 'none', 'amused', 'happy', 'hilarious']","['disappointed', 'enraged', 'sad', 'angry', 'mad', 'none', 'amused', 'happy', 'hilarious']",Tina bought a new suede jacket.,"Instead of feeling bad, everyone was laughing.",1
10166,"['grateful', 'fearful', 'none', 'happy', 'concerned']","['grateful', 'fearful', 'none', 'happy', 'concerned']","After the war, Anna adopted the girl as her own.","When the delivery time arrived,lollipop delivered four puppies.",0
10167,"['embarrassed', 'embarassed', 'upset']","['embarrassed', 'embarassed', 'upset']",Allie felt so much shame.,Now Jay has his own martial arts school and teaches others.,0
10168,"['Happy', 'satiated', 'happy', 'none']","['Happy', 'satiated', 'happy', 'none']","When they got home, it was time to open gifts.",When we got there we had lots of food.,1
10169,"['assured', 'confused', 'ashamed', 'terrible', 'worried', 'nervous', 'scared and worried', 'afraid']","['assured', 'confused', 'ashamed', 'terrible', 'worried', 'nervous', 'scared and worried', 'afraid']","As weeks passed he grew nervous, knowing it must rain soon.",Brian's father had told him to stay where he was.,1
10170,"['none', 'afraid', 'anxious', 'happy']","['none', 'afraid', 'anxious', 'happy']",Cindy awoke in panic when she realized that she was late for work.,Many of George's friends became very frustrated.,0
10171,"['relaxed', 'happy', 'excited', 'Relaxed']","['relaxed', 'happy', 'excited', 'Relaxed']",Jason was happy to be on vacation.,He pulled the dishwasher out of the box.,0
10172,"['excited', 'surprised']","['excited', 'surprised']","The next day, he made mistakes during their football game.",He reached down and pulled a full pearl out of the sand.,1
10173,"['none', 'excited and happy', 'pressure', 'intrigued']","['none', 'excited and happy', 'pressure', 'intrigued']",The fire department got things under control in a few hours.,Vladimir was trying to learn English.,1
10174,"['Indifferent', 'trustworthy', ""N/A (they don't have feelings)"", 'interested', 'confused', 'lost', 'frustrated']","['Indifferent', 'trustworthy', ""N/A (they don't have feelings)"", 'interested', 'confused', 'lost', 'frustrated']",Eventually she lost 10 pounds in 3 months.,The banks had low rates.,1
10175,"['very loving', 'flattered', 'content', 'loved', 'happy']","['very loving', 'flattered', 'content', 'loved', 'happy']",Everything snapped and he could tell it was ruined.,They went to a nice restaurant instead and had a great time.,1
10176,['none'],['none'],Allie tried to straighten her hair for the first time.,They were having an assembly about police officers.,1
10177,"['surprised', 'guilty', 'annoyed', 'none', 'anger', 'hot', 'confusion']","['surprised', 'guilty', 'annoyed', 'none', 'anger', 'hot', 'confusion']","When Henry said hi, she tried to make him leave.",He posted several pictures on Instagram.,1
10178,"['none', 'satisfied', 'accomplished', 'happy']","['none', 'satisfied', 'accomplished', 'happy']","Once the artist was done, Martin looked in the mirror and liked it.",I went on amazing date with a man named Chris when I was 22.,0
10179,"['afraid', 'nervous', 'embarrassed', 'worried', 'none']","['afraid', 'nervous', 'embarrassed', 'worried', 'none']",But she struggled to stay afloat.,My hands got so soapy and wrinkly that I could barely hold anything.,0
10180,"['betrayed', 'dead', 'awkward', 'bitter sweet', 'excited', 'none', 'happy', 'content', 'loving', 'sympathetic', 'grateful', 'sad']","['betrayed', 'dead', 'awkward', 'bitter sweet', 'excited', 'none', 'happy', 'content', 'loving', 'sympathetic', 'grateful', 'sad']",Julie's dog was always cold.,When Laurel's husband died suddenly of a stroke she married Phil.,1
10181,"['ambitious', 'intelligent', 'smart']","['ambitious', 'intelligent', 'smart']",It sat almost a day in the sun with temperatures near triple digits.,She went to college and wanted to do something in math.,1
10182,"['fun', 'excited', 'apprehensive']","['fun', 'excited', 'apprehensive']",John decided to fully shave it.,Susie just go to her new school.,1
10183,"['disappointed', 'sad', 'upset', 'annoyed', 'protective']","['disappointed', 'sad', 'upset', 'annoyed', 'protective']","One day, he was asked to work with seals, sea lions and walruses.",Kim was very protective of her camera and said no.,1
10184,"['Scared', 'nervous', 'none']","['Scared', 'nervous', 'none']",She had to pick her instrument on the first day.,The artists all cheered for not losing.,0
10185,"['embarrassed', 'helpful', 'Embarrasment', 'Upset', 'grateful', 'awkward']","['embarrassed', 'helpful', 'Embarrasment', 'Upset', 'grateful', 'awkward']",Now the friend is getting married and Farad is in the wedding.,She covered up and returned to her cubicle to fix the problem.,1
10186,"['curious', 'excited', 'pretty', 'none']","['curious', 'excited', 'pretty', 'none']",Today I tried on my new dress.,He visited several department stores.,0
10187,"['disappointed', 'upset', 'Disappointed', 'punctual', 'orderly', 'tired']","['disappointed', 'upset', 'Disappointed', 'punctual', 'orderly', 'tired']",Granddad said he came with a surprise.,The bank closed at 5pm.,1
10188,"['proud', 'competent', 'thrilled']","['proud', 'competent', 'thrilled']",Andy decided to apply for the art teaching job at a local high school.,His ideas were heard by thousands.,1
10189,"['none', 'HAPPY', 'productive', 'hungry']","['none', 'HAPPY', 'productive', 'hungry']",She went shopping at the grocery store.,They told him that they couldn't find his address.,0
10190,"['happy', 'free', 'carefree', 'playful']","['happy', 'free', 'carefree', 'playful']",She was swinging.,"A few seconds later, I threw up on the table.",0
10191,"['sad', 'none', 'happy']","['sad', 'none', 'happy']",My sister in law Vera bought a dryer ten years ago.,We had the music attached to the instrument.,0
10192,"['none', 'relaxed', 'joyful', 'pumped']","['none', 'relaxed', 'joyful', 'pumped']",Norman walked up to Charlie and punched him in the eye.,He listened to music on his phone's radio since his friend lived far.,1
10193,"['anxious', 'excited']","['anxious', 'excited']",Naomi wanted to go swimming.,She waited for the countdown to finish.,1
10194,"['convival and delighted', 'positive', 'pleased']","['convival and delighted', 'positive', 'pleased']",He felt smart and safe for doing this.,Lester notices that his feet are beginning to hurt.,0
10195,"['relieved', 'rejuvenated', 'refreshed', 'happy', 'satisfied']","['relieved', 'rejuvenated', 'refreshed', 'happy', 'satisfied']",Tom returned to work on Monday feeling like a new man!,"Touched, she took him home to her daughter.",0
10196,"['good and very happy', 'welcomed', 'happy']","['good and very happy', 'welcomed', 'happy']",She could not figure out what it is.,"He had a breakfast basket waiting, and various treats.",1
10197,['none'],['none'],It melted all over everything.,"Since I had no money that day, I politely refused.",1
10198,"['anxious', 'hungry', 'ANTICIPPATION']","['anxious', 'hungry', 'ANTICIPPATION']",We were running down our street when we began to feel hungry.,Mary went to a store.,0
10199,"['Motivated', 'Competitive', 'nervous', 'competitive', 'none', 'anticipatory', 'Strong']","['Motivated', 'Competitive', 'nervous', 'competitive', 'none', 'anticipatory', 'Strong']",Angus was an archer in a competition.,The glass fell and shattered on the ground.,0
