,emotion,plutchik,selection0,selection1,label
9209,"['none', 'excited', 'scared', 'nervous']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","The tornado hit, but they were safe because of the cellar.",Debbie was running for mayor of her local city!,1
9210,"['none', 'happy', 'ecstatic', 'anxious']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Sam reminded them that he had asked not to have those.,Kim was excited for the snow.,1
9211,"['scared', 'joyous', 'Startled', 'Defensive', 'mean', 'shocked', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When leaving, Lindsay reached down to pet the duck, who bit her.",She jumped out of a plane twice that day.,0
9212,"['Excited', 'admired', 'amused', 'happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He practiced very hard with a native English speaker.,"Together, they all made a funny podcast that got a lot of views.",1
9213,"['Happy', 'entertained', 'relaxed']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Thankfully I got a new one.,I was playing my video game.,1
9214,"['ashamed', 'guilty', 'none', 'apologetic', 'happy', 'admired']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Sarah cooked dinner for her friends.,The guy never told his girlfriend he cheated.,1
9215,"['relieved', 'nervous', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He needed to take his mind off the storm.,"He ended up losing control, and fell.",0
9216,"['happy', 'developing', 'focused', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Vick found one and practiced for months.,Stanley became so angry he got into a bad fight.,0
9217,"['none', 'sad', 'sticky', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}","Soon, the ice cream was all over Ben.",The only problem was he had gotten better then all of them.,0
9218,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom informed them that he saved everything.,My old shoes were really worn down.,1
9219,"['none', 'kind', 'happy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He called the police.,They were very sweet when we went to meet them.,1
9220,"['worried', 'determined']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I picked some flowers from the garden by the store.,He had never painted before prior to this incident.,1
9221,"['healthy', 'none']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Teddy had a passion.,Jack began drinking water on a schedule.,1
9222,"['overwhelmed', 'angry', 'bored']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",She grew tired of it so she began focusing on her painting.,"If there was none to do, she had to read.",1
9223,"['none', 'disappointed', 'Annoyed', 'Disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Dale ignores the man.,It turns out they crow whenever they happen to feel like it.,1
9224,"['disappointed', 'sad', 'unsatisfied']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Luckily it did melt by the next day.,Naomi decided to stay home and watch TV instead.,1
9225,['happy'],"{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tim got a smartphone.,Gina's mood improved when she realized she found the culprit.,0
9226,"['fun', 'happy', 'relieved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ella and her friends still managed to have fun.,Gill had a large collection of stamps.,0
9227,"['pained', 'exhausted', 'worn out', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jasper noticed that after a day of hard work his feet always hurt.,His friends pitched in and bought his a pitcher of his own.,0
9228,"['annoyed', 'irritated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 2, 'anticipation': 0}",He opened the window and London street noise was loud.,I decided to eat some soup.,0
9229,"['none', 'proud', 'ashamed', 'relieved', 'angry', 'confident']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",But her grandma insisted she go to bed when she did.,It was the last time the girl picked on Beth.,1
9230,"['sad', 'unhappy', 'tired', 'dejected', 'Surprised', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Zeus and Zeke now live in their own, personal cages.","At about 1:30 this morning, I felt him get out of bed.",1
9231,"['concerned', 'kind', 'Protective', 'none']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I have decided to seek a tutor.,They fed it each day and talked to it when they were outside.,1
9232,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He found a similar fake material.,"After his teammate created a screen, he made a three-pointer.",0
9233,"['awkward', 'abnormal', 'wanted', 'disappointed', 'confused', 'annoyed', 'angry', 'happy', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",I simply check off daily tasks when they're done.,His girlfriend snored.,1
9234,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Mariah was backstage organizing a play.,She got an A+!,0
9235,"['worried', 'anxious', 'disappointed', 'surprised', 'hungry', 'overwhelmed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",Until we realized that rats live up there.,When they arrived at the restaurant it was really busy.,1
9236,"['none', 'happy', 'excited', 'pleased']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Now he is trying very hard to burn off the fat.,They made a lot of money.,1
9237,"['VERY GOOD', 'smart']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She decided to eat the cereal without milk the next time.,Darla had to sign a permission slip which he accidentally lost.,0
9238,"['determined', 'trust', 'knowledgeable']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tommy's dad made sure there were no consequences for his actions.,All her life Susan wanted to be a teacher.,1
9239,"['none', 'longing', 'anxious', 'positive']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Alex had wanted a pet dog for her whole life.,They brought it back home and stored it.,0
9240,"['confident', 'Bummed', 'cautious']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",But he left without double checking.,The son ate them very fast.,0
9241,"['fear', 'scared', 'Scared that he is lost', 'Alone', 'Confused']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He did not know where to go.,He was terrible at it.,0
9242,"['hunger', 'defeat', 'hungry', 'innovative', 'happy', 'Close', 'disappointed']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They put them between graham crackers.,"The day finally came, and I put on my costume.",0
9243,"['none', 'eager', 'crazy', 'joy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","On their wedding day, her grandfather bought her a coffee maker.",My wife buys six bananas at a time.,1
9244,"['happy', 'excited']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tara caught up with them all night.,"Villanova, Oklahoma, Syracuse, and 'Carolina are this year's final 4.",0
9245,"['HAPPY', 'hungry', 'fulfilled.']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",He picked out some honey oats from his pantry.,There was snow everywhere.,0
9246,"['none', 'daring', 'alert', 'surprise', 'afraid', 'scared', 'anxious', 'jittery', 'terrified', 'engaged']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tom called a local donation center.,"Suddenly, something jumped into his room.",1
9247,"['none', 'admiration', 'GOOD']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Restricted to her room, Brianna irrationally blamed her sister.",Tom loved an old song.,1
9248,"['stupid', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",I learned to trust my daughter's fashion judgments.,It turned into a gooey mess.,1
9249,"['disappointed', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Manny was driving down the street one night.,But it started to rain.,1
9250,"['none', 'Calm', 'relaxed', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Warren was feeling relaxed and calm.,When he got the park billy's dog sees another dog.,0
9251,"['excited', 'happy', 'prepared']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She decided to tell her parents.,She also brought a pillow and blanket.,1
9252,"['forgetful', 'irritated', 'dissapointed', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",When she got to her car she realized she forgot to use her coupons.,Her friends feel sorry for her.,0
9253,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She had to stay in bed and miss school the very next day.,His 15 year old son visited on weekends.,1
9254,"['excited', 'curious', 'scared', 'happy', 'none', 'excitement']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",While Tim and Barry were outside they found a big empty box.,She had an apron that she kept in her pantry.,0
9255,"['none', 'HAPPY', 'positive']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He felt something brush his leg.,She went back till the hill leveled out then sped up.,0
9256,"['none', 'embarassed', 'nervous']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",David was sure that Julie would think he was a dork.,She gave the Smiths free dessert to make up for it.,0
9257,"['hungry', 'accomplished']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He put a potato in the oven.,And it inspired him to play too.,0
9258,"['tired', 'careless', 'relaxed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He fell asleep before he finished smoking it.,The dog got loose from Gale.,0
9259,"['scared', 'foulish', 'weak', 'victorious', 'satisfied', 'terrified', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 1}","For some reason, the phone would not turn on.","Charlie didn't have the nerve to hit back, he walked away.",1
9260,"['none', 'happy', 'capable', 'Proud', 'elated', 'proud']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",When Tom went back everything was missing.,He made the varsity squad.,1
9261,"['ecstatic', 'free', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Vinny's hair was getting too long.,She was dancing and singing along to the music.,1
9262,"['comfort', 'presentable', 'disgusted']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}",He found a sweatshirt to cover himself and went for his walk.,Stacy lost 5 pounds in a week after giving up on drinking soda.,0
9263,"['happy', 'proud', 'surprised', 'excited']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",John was thrilled when they named the Dinosaur after him.,Cara decided that she would need to return her books.,0
9264,"['happy', 'great', 'improved', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She smiled at him when they were staring at each other.,In two months Jack's health was no longer at risk.,1
9265,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Dan's dog was running with a squirrel tail hanging from his mouth.,He was draining his pool.,1
9266,"['none', 'happy and also a bit nervous', 'joy', 'witty']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The gas started to overflow.,Russell made a joke in the back of class.,1
9267,"['frustrated', 'disgust', 'confuse', 'angry', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I mostly listened in at the yelling.,She decided to start running again and enter a race.,0
9268,"['none', 'sad', 'lonely', 'depressed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",After a month Drew realized he was very lonely.,Mr Denzer found out he was descended from George Washington.,0
9269,"['Self Conscious', 'desperate', 'Desperation', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Desperate I joined a weight loss study.,Rene wanted to give her boyfriend a nice gift.,0
9270,"['sad', 'upset', 'concerned', 'sympathetic', 'angry', 'Upset', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Kelsey called her parents and went home that night.,She decided to go to the local Japanese restaurant in her town.,0
9271,"['none', 'love.', 'Happy', 'romantic']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She decided to tell her parents.,Taryn is now pitching in the minors with hopes of making history.,0
9272,"['anticipation', 'cautious', 'excited', 'anxious', 'protective', 'worried', 'angry', 'practical', 'helpful', 'nervous']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She held the crossbar tightly while waiting in the water.,"However, I ate the part that I took out.",0
9273,"['comfort', 'nauseous', 'relief']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The teacher asked me to stay after class.,The pain relieved a little bit.,1
9274,"['resigned', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 0}",Cam sighed and bought the green tile to finish his floor.,Rachel took her kite to the park.,0
9275,"['none', 'EAGER', 'excited', 'adventurous']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tom returned to work on Monday feeling like a new man!,Stacey wanted a new tattoo.,1
9276,"['competent', 'satisfied', 'excited']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","By the end of summer, she was able to move into her new cabin home.",He laughs at her and and hangs up the phone.,0
9277,"['disgusted', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 1}",Tim was charged extra for more.,He finally settled on one and bought it.,0
9278,"['obsessive', 'controlling']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 2}",She always wanted her room perfectly clean.,"When I got there, Bobby surprised me.",0
9279,"['dirty', 'indifferent', 'busy']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Scott told him to throw the ball to a teammate that's open.,I ended up pulling out the carpet cleaner.,1
9280,"['relieved', 'mundane']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I brushed my teeth.,"He had tried to teach himself, but it was no good.",0
9281,"['calm', 'interested', 'irritated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",There was a concert last week near my work.,Lamar told a friend musician Lamar was moving to Hollywood.,0
9282,"['none', 'Worried about making his trip', 'productive', 'shocked', 'angry', 'confused']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",A man went to the gas station to fill up a gas tank.,They had to stay at a dingy motel nearby.,0
9283,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She decided to show she was responsible by making dinner for them.,Ida loved the song on the radio so she waited for it to end.,1
9284,"['excited', 'motivated', 'fresh']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Heather decided to spruce up her living room.,Courtney was so surprised when she got her new pet.,0
9285,"['Remorseful', 'scared', 'worried', 'nervous', 'fear']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 3, 'disgust': 1, 'anger': 0, 'anticipation': 0}",He broke his mom's vase she had for decades.,Shawn falls in love with the dog at the store.,0
9286,"['none', 'great and excited', 'confident', 'Pride', 'Winner', 'Pleasure']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",There were a lot of rides to ride.,He always beat everyone he played.,1
9287,"['happy', 'relieved', 'welcomed', 'Relieved', 'upset', 'sad', 'joyful', 'loved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Dalton got sick on the ride.,"Over a bucket of chicken, they laughed, shared, and felt like family.",1
9288,"['worried', 'fearful', 'loving', 'grateful', 'relieved', 'Scared']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Alex broke up with his girlfriend soon afterward.,I decided I would simply pick her up from work.,1
9289,"['happy', 'regret', 'forgiving', 'optimistic', 'loved', 'desire']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They bought fish on the way home.,I missed her so much that I wasn't even mad.,1
9290,"['happy', 'ecstatic', 'comfortable', 'Happy', 'loved']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She stayed with me for a week or two.,"When Gary's friend opened the door, he saw Gary with a shovel.",0
9291,"['angry', 'irritated', 'satisfied']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",When he got the tea he noticed it wasn't sweet.,"In so doing, she failed to note a rock and twisted her other ankle.",0
9292,"['productive', 'important']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I played it for several hours.,He was tasked with discerning humans from bots.,1
9293,"['none', 'surprised', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He is now a millionaire American Indian artist.,They thought I was joking for sure.,0
9294,"['silly', 'stupid', 'dumb']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",The lid shut off and left a bruise on my leg.,Kelli was at the park with her friends.,0
9295,"['confused', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 2}",He put them all on his USB drive.,She was very upset and started to cry.,1
9296,"['satisfied', 'enterprising', 'accomplished', 'smart']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He recommended they play tic tac toe.,Tim created the app successfully.,1
9297,"['innovative', 'let down', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The bartender cut them off for being so loud.,Martha had wanted new clothes.,1
9298,"['anxious', 'upset', 'ashamed', 'understanding', 'nervous', 'worried']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 1}",He is happy to see people.,Jill called her parents and explained her situation.,1
9299,"['grateful.', 'happy', 'rich', 'curious', 'joy', 'relaxed', 'none', 'fine', 'content']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Friday night football is very popular in the south.,Dan's uncle owned many horses on the farm.,1
9300,"['shaken up', 'flabbergast']","{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 3, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jasper had always wanted to learn how to cook.,"He violently swerved, and came within inches of a near car.",1
9301,"['excited', 'happy', 'excitement', 'satisfied', 'giddy', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Alex and I wanted to go to a concert so we bought tickets.,Tom has a geography test at the end of the week.,0
9302,"['adventurous', 'driven', 'enthusiastic']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Stewart used physics to explain why his rocket exploded.,Jane wanted to try something new.,1
9303,"['frustrated', 'scared', 'helpless']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 2}",I got a quarter mile from the house.,He left right before the last bus home.,0
9304,"['determined', 'relief']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",And he made an account and began posting.,One day Jessica was on a business trip.,0
9305,"['none', 'mischievous', 'excited', 'joy', 'jovial']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All of Ned's friends went to camp every summer.,He would glue pennies to the sidewalk.,1
9306,"['happy', 'excited']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I decided to leave and purchase a phone online.,He squatted at a large tree's roots when he spotted a really nice one.,1
9307,"['excited', 'happy', 'Happy', 'enoyable']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Naomi decided to stay home and watch TV instead.,They all rode horses and had a great time.,1
9308,"['patient', 'peaceful', 'athletic', 'content', 'excited']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",I had always wanted to play an instrument.,I waited a long time for the perfect wave.,1
9309,"['productive', 'challenged', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My friend was with me.,The workers had been fixing the building's dock for months.,1
9310,"['pain', 'Disoriented', 'fear']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He looked down and noticed a ring.,He is rushed to the hospital.,1
9311,"['anxious', 'determined', 'desperate', 'motivated', 'content']","{'joy': 2, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 2}",She wandered around sadly looking for her mom.,He spent most of the season chasing cod.,1
9312,"['ashamed', 'upset', 'uncomfortable', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 1}",She was embarrassed about needing them.,When I was young I loved Harry Potter.,0
9313,"['happiness', 'happy and great']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Her mom took her to Target to buy new bed sheets.,Katie designed and sewed a dress and looked fabulous.,1
9314,"['Determined', 'Motivated', 'resolute', 'accomplished']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She kept her routine everyday.,Gina didn't like 2 of the books she checked out.,0
9315,"['boredom', 'exhausted', 'tired']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Rena had a lot of clothes that she liked to hang up.,The ride took fourteen hours.,1
9316,"['none', 'happy', 'excited', 'welcomed']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She pretended to drive her dad's truck.,She went that night with her friend Kim.,1
