,sentence,label
35114,A red sock had been hidden in the load and dyed the clothes.,0
35115,Now all of Lisa's clothes are ruined.,0
35116,Now all of Lisa's clothes are ruined.,0
35117,Now all of Lisa's clothes are ruined.,0
35118,The lead actress refused to show up.,0
35119,The lead actress refused to show up.,0
35120,The lead actress refused to show up.,0
35121,The director panicked.,0
35122,The director panicked.,0
35123,The director panicked.,0
35124,The director panicked.,0
35125,The director panicked.,3
35126,The director panicked.,0
35127,He caught sight of an assistant who looked just like the lead actress.,2
35128,He caught sight of an assistant who looked just like the lead actress.,0
35129,He caught sight of an assistant who looked just like the lead actress.,0
35130,He caught sight of an assistant who looked just like the lead actress.,3
35131,He caught sight of an assistant who looked just like the lead actress.,2
35132,He caught sight of an assistant who looked just like the lead actress.,0
35133,He caught sight of an assistant who looked just like the lead actress.,0
35134,He caught sight of an assistant who looked just like the lead actress.,0
35135,The assistant played the role to perfection.,3
35136,The assistant played the role to perfection.,3
35137,The assistant played the role to perfection.,3
35138,The assistant played the role to perfection.,3
35139,The assistant played the role to perfection.,3
35140,The director was hailed as a genius.,3
35141,The director was hailed as a genius.,3
35142,The director was hailed as a genius.,3
35143,I ended up pulling out the carpet cleaner.,0
35144,I ended up pulling out the carpet cleaner.,0
35145,I ended up pulling out the carpet cleaner.,0
35146,I tried to find the instructions but I must have thrown them away.,0
35147,I tried to find the instructions but I must have thrown them away.,0
35148,I looked up the directions online.,0
35149,I looked up the directions online.,2
35150,I looked up the directions online.,0
35151,I tried using dish soap instead of commercial cleaner.,3
35152,I tried using dish soap instead of commercial cleaner.,3
35153,I tried using dish soap instead of commercial cleaner.,0
35154,It cleaned the carpets quite nicely.,0
35155,It cleaned the carpets quite nicely.,3
35156,It cleaned the carpets quite nicely.,3
35157,One day Samantha's tire blew while she was driving.,0
35158,One day Samantha's tire blew while she was driving.,0
35159,One day Samantha's tire blew while she was driving.,3
35160,She was able to properly change her tire.,3
35161,She was able to properly change her tire.,3
35162,She was able to properly change her tire.,3
35163,She was able to properly change her tire.,3
35164,She was able to properly change her tire.,3
35165,She was able to properly change her tire.,2
35166,Samantha was very grateful to be able to get home safely.,3
35167,Samantha was very grateful to be able to get home safely.,3
35168,Samantha was very grateful to be able to get home safely.,3
35169,Samantha was very grateful to be able to get home safely.,2
35170,Samantha was very grateful to be able to get home safely.,3
35171,Samantha was very grateful to be able to get home safely.,3
35172,The two girls got along well up until bedtime.,0
35173,The two girls got along well up until bedtime.,3
35174,The two girls got along well up until bedtime.,0
35175,The two girls got along well up until bedtime.,0
35176,The two girls got along well up until bedtime.,3
35177,The two girls got along well up until bedtime.,0
35178,Christine wanted to finish reading a book rather than visiting.,0
35179,Christine wanted to finish reading a book rather than visiting.,3
35180,Christine wanted to finish reading a book rather than visiting.,0
35181,Carrie wasn't much into reading and she got very bored.,0
35182,Carrie wasn't much into reading and she got very bored.,0
35183,Carrie wasn't much into reading and she got very bored.,0
35184,Carrie wasn't much into reading and she got very bored.,0
35185,Carrie wasn't much into reading and she got very bored.,0
35186,Carrie wasn't much into reading and she got very bored.,0
35187,Carrie wasn't much into reading and she got very bored.,0
35188,Carrie wasn't much into reading and she got very bored.,0
35189,Christine loaned her a book and now Carrie is an avid reader too.,3
35190,Christine loaned her a book and now Carrie is an avid reader too.,2
35191,Christine loaned her a book and now Carrie is an avid reader too.,0
35192,Christine loaned her a book and now Carrie is an avid reader too.,0
35193,Christine loaned her a book and now Carrie is an avid reader too.,3
35194,Christine loaned her a book and now Carrie is an avid reader too.,3
35195,Christine loaned her a book and now Carrie is an avid reader too.,3
35196,Christine loaned her a book and now Carrie is an avid reader too.,2
35197,Christine loaned her a book and now Carrie is an avid reader too.,3
35198,I played hide and seek with my friends the other day.,2
35199,I played hide and seek with my friends the other day.,3
35200,I played hide and seek with my friends the other day.,3
35201,We played in the park.,3
35202,We played in the park.,3
35203,We played in the park.,2
35204,We played in the park.,0
35205,We played in the park.,3
35206,I got a little lost when it was my turn to hide.,3
35207,I got a little lost when it was my turn to hide.,0
35208,I got a little lost when it was my turn to hide.,0
35209,My friends were really worried about me.,0
35210,My friends were really worried about me.,0
35211,My friends were really worried about me.,2
35212,My friends were really worried about me.,0
35213,My friends were really worried about me.,0
35214,My friends were really worried about me.,0
35215,They were so worried that they called the park ranger.,0
35216,They were so worried that they called the park ranger.,0
35217,They were so worried that they called the park ranger.,0
35218,They were so worried that they called the park ranger.,0
35219,They were so worried that they called the park ranger.,0
35220,They were so worried that they called the park ranger.,3
35221,Gary loved to ride bikes.,3
35222,Gary loved to ride bikes.,3
35223,Gary loved to ride bikes.,3
35224,"He met a girl who did, too.",3
35225,"He met a girl who did, too.",3
35226,"He met a girl who did, too.",3
35227,"He met a girl who did, too.",2
35228,"He met a girl who did, too.",3
35229,"He met a girl who did, too.",3
35230,He asked her on a date.,2
35231,He asked her on a date.,3
35232,He asked her on a date.,2
35233,He asked her on a date.,3
35234,He asked her on a date.,2
35235,They got their bikes together.,3
35236,They got their bikes together.,3
35237,They got their bikes together.,3
35238,They got their bikes together.,3
35239,They got their bikes together.,3
35240,They got their bikes together.,3
35241,They rode around the town.,3
35242,They rode around the town.,3
35243,They rode around the town.,3
35244,They rode around the town.,3
35245,I took my son to the barbershop today.,0
35246,I took my son to the barbershop today.,2
35247,The barber got his equipment set up by his stand.,2
35248,The barber got his equipment set up by his stand.,2
35249,The barber got his equipment set up by his stand.,2
35250,The barber got his equipment set up by his stand.,2
35251,The barber got his equipment set up by his stand.,0
35252,"However, he accidentally shaved off more than what was expected.",0
35253,"However, he accidentally shaved off more than what was expected.",0
35254,"However, he accidentally shaved off more than what was expected.",0
35255,"However, he accidentally shaved off more than what was expected.",0
35256,"However, he accidentally shaved off more than what was expected.",0
35257,"However, he accidentally shaved off more than what was expected.",0
35258,"However, he accidentally shaved off more than what was expected.",0
35259,"However, he accidentally shaved off more than what was expected.",0
35260,"However, he accidentally shaved off more than what was expected.",0
35261,"Therefore, he received a lower haircut.",0
35262,"Therefore, he received a lower haircut.",0
35263,"Therefore, he received a lower haircut.",0
35264,"Therefore, he received a lower haircut.",0
35265,"Therefore, he received a lower haircut.",0
35266,"Therefore, he received a lower haircut.",0
35267,"Therefore, he received a lower haircut.",0
35268,"Therefore, he received a lower haircut.",0
35269,"Therefore, he received a lower haircut.",0
35270,Scottie is seeking help for his anger management.,0
35271,Scottie is seeking help for his anger management.,0
35272,Scottie is seeking help for his anger management.,0
35273,He can't locate a counselor that seems helpful to him.,2
35274,He can't locate a counselor that seems helpful to him.,0
35275,He can't locate a counselor that seems helpful to him.,0
35276,He can't locate a counselor that seems helpful to him.,0
35277,This angers Scottie.,0
35278,This angers Scottie.,0
35279,This angers Scottie.,0
35280,He relapses and struggles to get help.,0
35281,He relapses and struggles to get help.,0
35282,He relapses and struggles to get help.,0
35283,He relapses and struggles to get help.,0
35284,He relapses and struggles to get help.,0
35285,He relapses and struggles to get help.,0
35286,Scottie never finds the right help.,0
35287,Scottie never finds the right help.,0
35288,Scottie never finds the right help.,0
35289,Scottie never finds the right help.,0
35290,Scottie never finds the right help.,0
35291,Vinny went on a field trip.,3
35292,Vinny went on a field trip.,3
35293,Vinny went on a field trip.,2
35294,He became very hungry.,0
35295,He became very hungry.,0
35296,He became very hungry.,2
35297,The bus stopped at a mall.,3
35298,The bus stopped at a mall.,3
35299,The bus stopped at a mall.,2
35300,He got out.,3
35301,He got out.,3
35302,He got out.,3
35303,He ate something for lunch.,2
35304,He ate something for lunch.,3
35305,He ate something for lunch.,2
35306,It was exam week in school and Wendy was stressed.,0
35307,It was exam week in school and Wendy was stressed.,0
35308,It was exam week in school and Wendy was stressed.,0
35309,She wanted to jump off of something.,0
35310,She wanted to jump off of something.,0
35311,She wanted to jump off of something.,0
35312,She drove to the nearest skydiving center and took classes.,3
35313,She drove to the nearest skydiving center and took classes.,2
35314,She drove to the nearest skydiving center and took classes.,3
35315,She jumped out of a plane twice that day.,2
35316,She jumped out of a plane twice that day.,3
35317,She continued going back for years after.,3
35318,She continued going back for years after.,3
35319,She continued going back for years after.,3
35320,I had a stroke in 2011.,3
35321,I had a stroke in 2011.,0
35322,I had a stroke in 2011.,0
35323,The stroke limited my ability to walk.,0
35324,The stroke limited my ability to walk.,0
35325,The stroke limited my ability to walk.,0
35326,My wife works all day and is busy at night with chores.,0
35327,My wife works all day and is busy at night with chores.,0
35328,My wife works all day and is busy at night with chores.,0
35329,My wife works all day and is busy at night with chores.,0
35330,My wife works all day and is busy at night with chores.,0
35331,I tried to help out today by doing the laundry.,3
35332,I tried to help out today by doing the laundry.,2
35333,I tried to help out today by doing the laundry.,3
35334,I tried to help out today by doing the laundry.,3
35335,I tried to help out today by doing the laundry.,3
35336,I tried to help out today by doing the laundry.,0
35337,"It took awhile, but I did the laundry and reduced my wife's workload.",2
35338,"It took awhile, but I did the laundry and reduced my wife's workload.",2
35339,"It took awhile, but I did the laundry and reduced my wife's workload.",2
35340,"It took awhile, but I did the laundry and reduced my wife's workload.",3
35341,"It took awhile, but I did the laundry and reduced my wife's workload.",3
35342,Every night I have the same dream.,0
35343,Every night I have the same dream.,0
35344,Every night I have the same dream.,3
35345,I dream of chocolate fountains and red candies.,3
35346,I dream of chocolate fountains and red candies.,2
35347,I dream of chocolate fountains and red candies.,3
35348,I'm starting to think that I shouldn't go to bed hungry.,0
35349,I'm starting to think that I shouldn't go to bed hungry.,0
35350,I'm starting to think that I shouldn't go to bed hungry.,3
35351,I woke up in the middle of the night and headed to my fridge.,0
35352,I woke up in the middle of the night and headed to my fridge.,0
35353,I woke up in the middle of the night and headed to my fridge.,0
35354,"I found some red candies, ate them and went back to bed.",2
35355,"I found some red candies, ate them and went back to bed.",3
35356,"I found some red candies, ate them and went back to bed.",0
35357,A team competed in an NBA 2K tournament.,3
35358,A team competed in an NBA 2K tournament.,3
35359,A team competed in an NBA 2K tournament.,2
35360,They did really good in the rounds.,3
35361,They did really good in the rounds.,3
35362,They did really good in the rounds.,2
35363,They went to Los Angeles to compete.,3
35364,They went to Los Angeles to compete.,3
35365,They went to Los Angeles to compete.,3
35366,They performed really well!,2
35367,They performed really well!,3
35368,They won the competition.,3
35369,They won the competition.,3
35370,They won the competition.,3
35371,When it came time to pay her card was declined.,0
35372,When it came time to pay her card was declined.,0
35373,She asked them to try it again but it wouldn't go through.,0
35374,She asked them to try it again but it wouldn't go through.,0
35375,She asked them to try it again but it wouldn't go through.,0
35376,It was a bit embarrassing.,0
35377,It was a bit embarrassing.,0
35378,It was a bit embarrassing.,0
35379,It was a bit embarrassing.,0
35380,It was a bit embarrassing.,0
35381,It was a bit embarrassing.,0
35382,A friend offered to pay and everything turned out okay.,3
35383,A friend offered to pay and everything turned out okay.,2
35384,A friend offered to pay and everything turned out okay.,3
35385,A friend offered to pay and everything turned out okay.,3
35386,A friend offered to pay and everything turned out okay.,2
35387,A friend offered to pay and everything turned out okay.,0
35388,A friend offered to pay and everything turned out okay.,0
35389,A friend offered to pay and everything turned out okay.,0
35390,He started across the intersection.,0
35391,He started across the intersection.,0
35392,He started across the intersection.,0
35393,He hit a biker that was crossing.,0
35394,He hit a biker that was crossing.,0
35395,He hit a biker that was crossing.,0
35396,He hit a biker that was crossing.,0
35397,He hit a biker that was crossing.,0
35398,He hit a biker that was crossing.,0
35399,He broke the biker's leg.,0
35400,He broke the biker's leg.,0
35401,He broke the biker's leg.,0
35402,He broke the biker's leg.,0
35403,He broke the biker's leg.,0
35404,He broke the biker's leg.,0
35405,Jim realized he'd forgotten to update his website.,0
35406,Jim realized he'd forgotten to update his website.,0
35407,Jim realized he'd forgotten to update his website.,0
35408,He'd put up a special page with items he had for sale.,0
35409,He'd put up a special page with items he had for sale.,3
35410,He'd put up a special page with items he had for sale.,0
35411,Jim gave away many of the items.,2
35412,Jim gave away many of the items.,0
35413,Jim gave away many of the items.,3
35414,Now he only had a chainsaw and the accouterments which went with it.,0
35415,Now he only had a chainsaw and the accouterments which went with it.,0
35416,Now he only had a chainsaw and the accouterments which went with it.,0
35417,Jim decided to just say everything was sold and be done with it.,0
35418,Jim decided to just say everything was sold and be done with it.,0
35419,Brandon had just qualified as a substitute.,3
35420,Brandon had just qualified as a substitute.,3
35421,Brandon had just qualified as a substitute.,3
35422,"As he prepared for his first class, he was confident he'd do great.",2
35423,"As he prepared for his first class, he was confident he'd do great.",3
35424,"As he prepared for his first class, he was confident he'd do great.",2
35425,"But when he stepped into the classroom, he encountered screaming kids.",3
35426,"But when he stepped into the classroom, he encountered screaming kids.",3
35427,"But when he stepped into the classroom, he encountered screaming kids.",3
35428,"But when he stepped into the classroom, he encountered screaming kids.",0
35429,"But when he stepped into the classroom, he encountered screaming kids.",0
35430,"But when he stepped into the classroom, he encountered screaming kids.",0
35431,"He tried to calm down the rowdy hooligans, but to no avail.",2
35432,"He tried to calm down the rowdy hooligans, but to no avail.",3
35433,"He tried to calm down the rowdy hooligans, but to no avail.",0
35434,"He tried to calm down the rowdy hooligans, but to no avail.",0
35435,"He tried to calm down the rowdy hooligans, but to no avail.",0
35436,"As he went to bed that night, he was dreading the next day.",0
35437,"As he went to bed that night, he was dreading the next day.",0
35438,"As he went to bed that night, he was dreading the next day.",0
35439,I was showing my friends that I could do back flips.,3
35440,I was showing my friends that I could do back flips.,2
35441,I was showing my friends that I could do back flips.,2
35442,I was showing my friends that I could do back flips.,3
35443,I was showing my friends that I could do back flips.,0
35444,I was showing my friends that I could do back flips.,2
35445,I did three in a row.,3
35446,I did three in a row.,3
35447,I did three in a row.,3
35448,I did three in a row.,0
35449,I did three in a row.,3
35450,I did three in a row.,3
35451,"When I went to do another one, I hurt my ankle.",0
35452,"When I went to do another one, I hurt my ankle.",0
35453,"When I went to do another one, I hurt my ankle.",0
35454,"When I went to do another one, I hurt my ankle.",0
35455,"When I went to do another one, I hurt my ankle.",0
35456,"When I went to do another one, I hurt my ankle.",0
35457,I needed a cast for my foot.,0
35458,I needed a cast for my foot.,0
35459,I needed a cast for my foot.,0
35460,I decided to never do back flips again.,0
35461,I decided to never do back flips again.,0
35462,I decided to never do back flips again.,0
35463,I decided to never do back flips again.,3
35464,I decided to never do back flips again.,0
35465,I decided to never do back flips again.,2
35466,The kids walked down to the woods.,0
35467,The kids walked down to the woods.,2
35468,The kids walked down to the woods.,2
35469,They liked to splash around in the creek.,2
35470,They liked to splash around in the creek.,2
35471,They liked to splash around in the creek.,3
35472,They played for hours until they were tired.,3
35473,They played for hours until they were tired.,3
35474,They played for hours until they were tired.,0
35475,They gathered their clothes and shoes and went home.,3
35476,They gathered their clothes and shoes and went home.,2
35477,They gathered their clothes and shoes and went home.,3
35478,It had been a great day!,3
35479,It had been a great day!,3
35480,It had been a great day!,3
35481,Joey prayed for snow so school would close for the day.,2
35482,Joey prayed for snow so school would close for the day.,2
35483,Joey prayed for snow so school would close for the day.,3
35484,He was ecstatic when the weatherman said a blizzard was coming.,3
35485,He was ecstatic when the weatherman said a blizzard was coming.,3
35486,He was ecstatic when the weatherman said a blizzard was coming.,3
35487,He was ecstatic when the weatherman said a blizzard was coming.,3
35488,The blizzard hit and closed the school and roads.,3
35489,The blizzard hit and closed the school and roads.,3
35490,The blizzard hit and closed the school and roads.,3
35491,Joey heard that several people had died in the snowstorm.,0
35492,Joey heard that several people had died in the snowstorm.,0
35493,Joey heard that several people had died in the snowstorm.,0
35494,Joey felt guilty about praying for a snow day.,0
35495,Joey felt guilty about praying for a snow day.,0
35496,Joey felt guilty about praying for a snow day.,0
35497,Lisa and her friend went on a trip to Hollywood.,3
35498,Lisa and her friend went on a trip to Hollywood.,3
35499,The girls immediately went to all the famous shops.,3
35500,The girls immediately went to all the famous shops.,3
35501,The girls immediately went to all the famous shops.,3
35502,The girls immediately went to all the famous shops.,3
35503,The girls immediately went to all the famous shops.,3
35504,The girls immediately went to all the famous shops.,3
35505,"While there, they sighted a celebrity.",3
35506,"While there, they sighted a celebrity.",3
35507,"While there, they sighted a celebrity.",3
35508,"While there, they sighted a celebrity.",3
35509,"While there, they sighted a celebrity.",2
35510,"While there, they sighted a celebrity.",3
35511,The girls screamed.,3
35512,The girls screamed.,2
35513,The girls screamed.,3
35514,The girls screamed.,3
35515,The girls screamed.,3
35516,The girls screamed.,0
35517,They couldn't believe they saw a celebrity.,3
35518,They couldn't believe they saw a celebrity.,3
35519,They couldn't believe they saw a celebrity.,3
35520,They couldn't believe they saw a celebrity.,3
35521,They couldn't believe they saw a celebrity.,3
35522,They couldn't believe they saw a celebrity.,3
35523,Blake was garbage man.,0
35524,Blake was garbage man.,0
35525,Blake was garbage man.,0
35526,Blake was garbage man.,2
35527,Blake was garbage man.,0
35528,He drove around every morning to collect trash.,0
35529,He drove around every morning to collect trash.,2
35530,He drove around every morning to collect trash.,0
35531,He drove around every morning to collect trash.,0
35532,He drove around every morning to collect trash.,0
35533,He drove around every morning to collect trash.,0
35534,One day he came across a wonderful surprise.,3
35535,One day he came across a wonderful surprise.,3
35536,One day he came across a wonderful surprise.,3
35537,One day he came across a wonderful surprise.,3
35538,One day he came across a wonderful surprise.,3
35539,One day he came across a wonderful surprise.,2
35540,Someone had thrown out a bag of diamonds!,3
35541,Someone had thrown out a bag of diamonds!,3
35542,Someone had thrown out a bag of diamonds!,3
35543,Someone had thrown out a bag of diamonds!,0
35544,Someone had thrown out a bag of diamonds!,0
35545,Someone had thrown out a bag of diamonds!,0
35546,Someone had thrown out a bag of diamonds!,3
35547,Someone had thrown out a bag of diamonds!,3
35548,Someone had thrown out a bag of diamonds!,3
35549,Blake took the diamonds and quit his terrible job.,3
35550,Blake took the diamonds and quit his terrible job.,3
35551,Blake took the diamonds and quit his terrible job.,3
35552,Farad likes to play practical jokes on his friends.,3
35553,Farad likes to play practical jokes on his friends.,3
35554,Farad likes to play practical jokes on his friends.,0
35555,Farad likes to play practical jokes on his friends.,0
35556,Farad likes to play practical jokes on his friends.,0
35557,Farad entered a friends information into Tinder without them knowing.,2
35558,Farad entered a friends information into Tinder without them knowing.,2
35559,Farad entered a friends information into Tinder without them knowing.,2
35560,Farad entered a friends information into Tinder without them knowing.,0
35561,Farad entered a friends information into Tinder without them knowing.,3
35562,Farad entered a friends information into Tinder without them knowing.,3
35563,The friend was not happy.,2
35564,The friend was not happy.,0
35565,The friend was not happy.,0
35566,The friend was not happy.,0
35567,The friend was not happy.,0
35568,The friend was not happy.,0
35569,Then the friend met someone through the website.,0
35570,Then the friend met someone through the website.,3
35571,Then the friend met someone through the website.,3
35572,Then the friend met someone through the website.,3
35573,Then the friend met someone through the website.,0
35574,Then the friend met someone through the website.,3
35575,Now the friend is getting married and Farad is in the wedding.,3
35576,Now the friend is getting married and Farad is in the wedding.,3
35577,Now the friend is getting married and Farad is in the wedding.,3
35578,Now the friend is getting married and Farad is in the wedding.,3
35579,Now the friend is getting married and Farad is in the wedding.,3
35580,Now the friend is getting married and Farad is in the wedding.,3
35581,Now the friend is getting married and Farad is in the wedding.,3
35582,Now the friend is getting married and Farad is in the wedding.,3
35583,Now the friend is getting married and Farad is in the wedding.,3
35584,"Dan loved to run, but he also loved to jump.",2
35585,"Dan loved to run, but he also loved to jump.",2
35586,"Dan loved to run, but he also loved to jump.",3
35587,"During college, Dan's running coach recommended being a Hurdler.",3
35588,"During college, Dan's running coach recommended being a Hurdler.",2
35589,"During college, Dan's running coach recommended being a Hurdler.",2
35590,"During college, Dan's running coach recommended being a Hurdler.",2
35591,"During college, Dan's running coach recommended being a Hurdler.",0
35592,"During college, Dan's running coach recommended being a Hurdler.",3
35593,Dan decided to try out jumping hurdles.,0
35594,Dan decided to try out jumping hurdles.,3
35595,Dan loved jumping hurdles so much!,3
35596,Dan loved jumping hurdles so much!,3
35597,Dan loved jumping hurdles so much!,2
35598,Dan loved jumping hurdles so much!,2
35599,Dan loved jumping hurdles so much!,3
35600,Dan was glad his coach recommended jumping hurdles for him.,3
35601,Dan was glad his coach recommended jumping hurdles for him.,3
35602,Dan was glad his coach recommended jumping hurdles for him.,2
35603,Dan was glad his coach recommended jumping hurdles for him.,3
35604,Dan was glad his coach recommended jumping hurdles for him.,3
35605,Dan was glad his coach recommended jumping hurdles for him.,3
35606,Russell made a joke in the back of class.,3
35607,Russell made a joke in the back of class.,3
35608,Russell made a joke in the back of class.,2
35609,The people around Russell laughed.,3
35610,The people around Russell laughed.,3
35611,The people around Russell laughed.,2
35612,The teacher sent Russel to the principal's office.,0
35613,The teacher sent Russel to the principal's office.,0
35614,The teacher sent Russel to the principal's office.,3
35615,The principal called Russell's parents.,0
35616,The principal called Russell's parents.,0
35617,The principal called Russell's parents.,0
35618,Russell got in trouble for telling a joke.,0
35619,Russell got in trouble for telling a joke.,0
35620,Russell got in trouble for telling a joke.,0
35621,The police were called to the scene of a domestic robbery.,0
35622,The police were called to the scene of a domestic robbery.,0
35623,The police were called to the scene of a domestic robbery.,2
35624,"When they arrived, no one was in sight.",0
35625,"When they arrived, no one was in sight.",0
35626,"When they arrived, no one was in sight.",0
35627,They spotted someone running down the intersecting street.,2
35628,They spotted someone running down the intersecting street.,0
35629,They spotted someone running down the intersecting street.,2
35630,They suspected the phone call was a distraction!,0
35631,They suspected the phone call was a distraction!,0
35632,They suspected the phone call was a distraction!,0
35633,A police officer running late was able to catch the fleeing man.,3
35634,A police officer running late was able to catch the fleeing man.,3
35635,A police officer running late was able to catch the fleeing man.,3
35636,A police officer running late was able to catch the fleeing man.,3
35637,A police officer running late was able to catch the fleeing man.,3
35638,A police officer running late was able to catch the fleeing man.,3
35639,She got to pick the flavor yogurt she wanted.,3
35640,She got to pick the flavor yogurt she wanted.,3
35641,She got to pick the flavor yogurt she wanted.,3
35642,She got to pick the flavor yogurt she wanted.,2
35643,She got to pick the flavor yogurt she wanted.,2
35644,She got to pick the flavor yogurt she wanted.,2
35645,Then she walked along with fixings bar.,2
35646,Then she walked along with fixings bar.,3
35647,Then she walked along with fixings bar.,2
35648,There were so many different things it was hard to decide.,3
35649,There were so many different things it was hard to decide.,0
35650,There were so many different things it was hard to decide.,0
35651,She loaded up her cup with chocolate and gummy worms.,3
35652,She loaded up her cup with chocolate and gummy worms.,2
35653,She loaded up her cup with chocolate and gummy worms.,2
35654,Our cat smelled the fish and walked under the table.,2
35655,Our cat smelled the fish and walked under the table.,0
35656,Our cat smelled the fish and walked under the table.,3
35657,"We did not feed her, as we did not think the batter was good for her.",0
35658,"We did not feed her, as we did not think the batter was good for her.",0
35659,"We did not feed her, as we did not think the batter was good for her.",0
35660,"She was sad, and left the living room.",0
35661,"She was sad, and left the living room.",0
35662,"She was sad, and left the living room.",0
35663,She is lying on our bed resting.,0
35664,She is lying on our bed resting.,0
35665,She is lying on our bed resting.,0
35666,Tom and Mary shared a car.,3
35667,Tom and Mary shared a car.,3
35668,Tom and Mary shared a car.,2
35669,Tom and Mary shared a car.,2
35670,Tom and Mary shared a car.,0
35671,"One day, Tom drove the car to run an errand.",3
35672,"One day, Tom drove the car to run an errand.",0
35673,"One day, Tom drove the car to run an errand.",3
35674,"Mary needed the car to go to school, but the car was not available.",0
35675,"Mary needed the car to go to school, but the car was not available.",0
35676,"Mary needed the car to go to school, but the car was not available.",0
35677,"Mary needed the car to go to school, but the car was not available.",0
35678,"Mary needed the car to go to school, but the car was not available.",0
35679,"Mary needed the car to go to school, but the car was not available.",2
35680,Mary was angry at Tom.,0
35681,Mary was angry at Tom.,0
35682,Mary was angry at Tom.,0
35683,Mary was angry at Tom.,0
35684,Mary was angry at Tom.,0
35685,Mary was angry at Tom.,0
35686,Tom bought himself a car.,3
35687,Tom bought himself a car.,2
35688,Tom bought himself a car.,3
35689,Tom bought himself a car.,3
35690,Tom bought himself a car.,2
35691,Sonny was spending a night in the town with his friends.,3
35692,Sonny was spending a night in the town with his friends.,3
35693,Sonny was spending a night in the town with his friends.,3
35694,They were just leaving a restaurant when Sonny was approached.,0
35695,They were just leaving a restaurant when Sonny was approached.,2
35696,They were just leaving a restaurant when Sonny was approached.,0
35697,The man introduced himself.,2
35698,The man introduced himself.,2
35699,The man introduced himself.,3
35700,The man introduced himself.,3
35701,The man introduced himself.,0
35702,He was a talent agent.,3
35703,He was a talent agent.,3
35704,He was a talent agent.,3
35705,He was a talent agent.,3
35706,He was a talent agent.,2
35707,He was a talent agent.,3
35708,He was a talent agent.,2
35709,Sonny ended up signing with a modeling agency that night.,3
35710,Sonny ended up signing with a modeling agency that night.,3
35711,Sonny ended up signing with a modeling agency that night.,3
35712,The Jones family went on vacation.,3
35713,The Jones family went on vacation.,3
35714,The Jones family went on vacation.,2
35715,The Jones family went on vacation.,2
35716,The Jones family went on vacation.,2
35717,The Jones family went on vacation.,3
35718,They pulled over at a rest stop.,2
35719,They pulled over at a rest stop.,3
35720,They pulled over at a rest stop.,0
35721,They pulled over at a rest stop.,2
35722,They pulled over at a rest stop.,2
35723,They pulled over at a rest stop.,2
35724,Their dog Vincent got out of the car.,2
35725,Their dog Vincent got out of the car.,0
35726,Their dog Vincent got out of the car.,0
35727,They were very worried.,0
35728,They were very worried.,0
35729,They were very worried.,0
35730,They were very worried.,0
35731,They were very worried.,0
35732,They were very worried.,0
35733,"Three months later, Vincent made it home!",3
35734,"Three months later, Vincent made it home!",3
35735,"Three months later, Vincent made it home!",2
35736,"Three months later, Vincent made it home!",3
35737,"Three months later, Vincent made it home!",3
35738,"Three months later, Vincent made it home!",2
35739,"Three months later, Vincent made it home!",3
35740,"Three months later, Vincent made it home!",3
35741,"Three months later, Vincent made it home!",3
35742,Today I found out I'm highly allergic to cats.,0
35743,Today I found out I'm highly allergic to cats.,0
35744,I had to tell my boyfriend that the cat can't sleep with us anymore.,0
35745,I had to tell my boyfriend that the cat can't sleep with us anymore.,0
35746,I had to tell my boyfriend that the cat can't sleep with us anymore.,0
35747,I had to tell my boyfriend that the cat can't sleep with us anymore.,0
35748,I had to tell my boyfriend that the cat can't sleep with us anymore.,0
35749,I had to tell my boyfriend that the cat can't sleep with us anymore.,0
35750,"At about 1:30 this morning, I felt him get out of bed.",0
35751,"At about 1:30 this morning, I felt him get out of bed.",0
35752,"At about 1:30 this morning, I felt him get out of bed.",0
35753,I asked him where he was going so late.,0
35754,I asked him where he was going so late.,0
35755,I asked him where he was going so late.,0
35756,He said to sleep in the living room because the cat is sad.,0
35757,He said to sleep in the living room because the cat is sad.,2
35758,He said to sleep in the living room because the cat is sad.,0
35759,He said to sleep in the living room because the cat is sad.,0
35760,He said to sleep in the living room because the cat is sad.,0
35761,He said to sleep in the living room because the cat is sad.,0
35762,I fell out of a 3 foot high tree.,0
35763,I fell out of a 3 foot high tree.,0
35764,I fell out of a 3 foot high tree.,0
35765,Landed in just a way that cause my elbow to break.,0
35766,Landed in just a way that cause my elbow to break.,2
35767,Landed in just a way that cause my elbow to break.,0
35768,Mom took me to the hospital.,0
35769,Mom took me to the hospital.,0
35770,Mom took me to the hospital.,0
35771,Mom took me to the hospital.,0
35772,Mom took me to the hospital.,0
35773,Mom took me to the hospital.,0
35774,I had to have surgery to pin it in place.,0
35775,I had to have surgery to pin it in place.,0
35776,I had to have surgery to pin it in place.,0
35777,I had to have surgery to pin it in place.,0
35778,I had to have surgery to pin it in place.,0
35779,Now I have to wear this cast for 4 weeks.,0
35780,Now I have to wear this cast for 4 weeks.,0
35781,Now I have to wear this cast for 4 weeks.,0
35782,Brittany loved to dance.,3
35783,Brittany loved to dance.,2
35784,Brittany loved to dance.,3
35785,She tried out for the high school cheerleading squad.,2
35786,She tried out for the high school cheerleading squad.,3
35787,She tried out for the high school cheerleading squad.,2
35788,All of the cheerleaders laughed at her.,0
35789,All of the cheerleaders laughed at her.,2
35790,All of the cheerleaders laughed at her.,3
35791,All of the cheerleaders laughed at her.,0
35792,All of the cheerleaders laughed at her.,0
